seq_id,frame,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,label
0,0,0.0,0.0,0.0,0.33209010835006575,-0.5866838060064289,-0.19547976843915377,0.45735697613460313,-1.224738960236176,-0.3450742254273862,0.521410970111554,-1.6442385675979356,-0.4810444434511228,0.5706579632250546,-2.0589952381656675,-0.6444416764784056,-0.047312296313883395,-0.9988801462725682,-0.5406178594002864,-0.022868446110946447,-1.2201703225010732,-0.8223489648444694,0.16445582675689396,-1.2371060018191447,-1.028311063388457,0.34796178975752173,-1.2091134819380627,-1.1678199391339514,-0.20310061314515357,-0.6255288315224348,-0.6032437274391488,-0.10047498832490954,-0.716351838801045,-0.8765065950214851,0.06492310005470886,-0.7185080501357315,-1.0627031575289725,0.18225890556924856,-0.6511507931843564,-1.2195849392788618,-0.2878052911210287,-0.1996256678731332,-0.6698597014150516,-0.1571796374524121,-0.1608748457649534,-0.9632201492920288,-0.03732832789555923,-0.13332558249847337,-1.1125849996952142,0.04904664021352254,-0.11000409536100089,-1.229167860580535,-0.33205461141378345,0.22286978989306735,-0.7433892725930911,-0.23489949680912253,0.4123524357679961,-1.004955558353714,-0.08314827384657418,0.5248704423600666,-1.1057872226249217,0.060648677310714987,0.6183652767273102,-1.1878868578121562,0
0,1,0.0,0.0,0.0,0.32616526193285017,-0.6111181616135702,-0.19481072446477132,0.45328249438056467,-1.2383946263577565,-0.3407966346004063,0.5185283938047227,-1.6635390718481948,-0.4743879272558782,0.5772608451717911,-2.070551909234508,-0.6329274953574525,-0.05426775543150421,-0.9985264196406756,-0.5159316846821519,-0.025396374277607568,-1.234233587674271,-0.7883700514659505,0.15876369051185865,-1.2415073467740654,-0.9857436447883734,0.3452793180387005,-1.2088389652654254,-1.1177999792323998,-0.20500905492594346,-0.6041919732761553,-0.5746404858209335,-0.10457161581087253,-0.7058040987917678,-0.8258685687339065,0.035574848576036995,-0.695727816837788,-0.9925980065065467,0.14097311286006856,-0.6232074575663308,-1.1389161877507064,-0.282063951300943,-0.16786686776417684,-0.639826412937806,-0.1533340652621887,-0.15250461379901048,-0.9157561373730055,-0.04990758766540553,-0.11074893864816102,-1.0448258859515864,0.030582489769360486,-0.08456527454891385,-1.1499613699213191,-0.31993351437268913,0.25481141367437865,-0.7133456877773514,-0.23504788142283217,0.44460420369865516,-0.9623102978542043,-0.0943930247211923,0.5609530492401518,-1.0495736838790888,0.04950570897140437,0.652284741695387,-1.1213203011139992,0
0,2,0.0,0.0,0.0,0.3292430237611043,-0.571373167791388,-0.20899171079835563,0.4385771949858549,-1.1794587530949214,-0.3790106462915399,0.4997815611014165,-1.5977810546721192,-0.5328451544194476,0.5555033962836358,-2.014946810818998,-0.7176214002561385,-0.06326624014092526,-0.9979966847933066,-0.5884080887462912,-0.05014450544311297,-1.2028736066957066,-0.8922607195079244,0.13158164524598676,-1.215192485793276,-1.1131526018033329,0.32809956959443853,-1.1853805184949695,-1.2643919079816646,-0.19558912176340837,-0.611225231465855,-0.6550062247705128,-0.14024512753559076,-0.7160867047500904,-0.9544931448152786,0.016206532979656275,-0.7018533411989758,-1.1599687663183658,0.1529418475875618,-0.6143924144241365,-1.3312688540649809,-0.2570150236595824,-0.17998997827496757,-0.7257470686066144,-0.1801743845233225,-0.1723902740128993,-1.0440384039039898,-0.0802373706313554,-0.13204029089672992,-1.228167591463482,0.015974614472698295,-0.08158069228017333,-1.3694660014445417,-0.27547460825622605,0.2490834107216195,-0.801334049964508,-0.24107223450024767,0.4530182130638807,-1.09153982835783,-0.12133005724839604,0.5631021976999349,-1.2303425469214353,0.022765707492745205,0.6545099147547422,-1.3416609474354002,0
0,3,0.0,0.0,0.0,0.3235478554711054,-0.5725474714843771,-0.19136823084046653,0.429537797352925,-1.181292851617826,-0.3537914168074644,0.4906831525096936,-1.61168515035634,-0.5026199492323511,0.5390106464890324,-2.0281853057346124,-0.6818735986126028,-0.0891170852830406,-0.9960211569593567,-0.5835905648258645,-0.0838447289048483,-1.2333803332370068,-0.8791753134750803,0.09941705504530551,-1.2501440369566281,-1.0901844514407635,0.3004891395522435,-1.2192735149834528,-1.235463756592789,-0.2138467156979238,-0.6126176976593264,-0.6579848896469233,-0.17922675828632195,-0.7335032632166381,-0.9431061094119346,-0.015521720959475576,-0.7542200712084572,-1.137074690201505,0.13076412805014648,-0.6895970281658429,-1.3043292384625411,-0.2640336664170095,-0.1780598890459292,-0.7348531951095147,-0.20757825419901893,-0.18144567066138229,-1.037801848575544,-0.10330707303807339,-0.17381495399910177,-1.217594681408766,-0.0035438377076221924,-0.14684307332307683,-1.3630624511473621,-0.2680793577467881,0.25261924802783503,-0.8155052590312659,-0.24173675136162454,0.4608584331219617,-1.094746746781774,-0.12993980822989626,0.5630432284804625,-1.2308676488214365,0.004974058125275883,0.6479864075133001,-1.3446427325927026,0
0,4,0.0,0.0,0.0,0.32066876397197575,-0.5497125557487661,-0.20091194129533102,0.4115624285332657,-1.145896654045259,-0.3746737738469032,0.46788400637670785,-1.5542151091395098,-0.5329369290537731,0.5141513607964142,-1.9519823783199808,-0.7213451367613174,-0.06382020359924388,-0.997961412887568,-0.613972390794227,-0.09502915478080112,-1.2480413985960672,-0.9296510063410997,0.08257053761572701,-1.2737041813731422,-1.1569557435383173,0.28123281133281597,-1.2314227886361195,-1.3086876273348658,-0.19197118582964373,-0.6612042998173351,-0.6798819101464944,-0.1717083936997606,-0.7882884776127225,-0.9842938436366306,-0.01581714537950165,-0.8142209981425057,-1.1922534834495924,0.12849862560733755,-0.754097960914622,-1.3658931827048464,-0.2500513993705764,-0.2682990117446867,-0.7486272361054563,-0.20708843713340697,-0.27849794695966584,-1.0545203188626961,-0.11842345981149704,-0.2926210638596199,-1.246483337167219,-0.023964251687524783,-0.2636116900202172,-1.3988763716511123,-0.26235451942277327,0.14147493821083934,-0.8219374756239359,-0.2393712084446317,0.285810604451178,-1.0979242227445296,-0.14020436449524842,0.3511591823666214,-1.2426354904285657,-0.016369814579344156,0.42609852901112405,-1.3632017737538136,0
0,5,0.0,0.0,0.0,0.354508934648387,-0.5585962294461786,-0.2384935953324957,0.4325098328799854,-1.1421807385942493,-0.4482665368457453,0.4787511432142361,-1.5416375541354774,-0.6287189090127405,0.5313338863625567,-1.944183880547802,-0.8413368967567756,-0.032391140824950045,-0.9994752693268895,-0.7572197311876557,-0.0762995908577789,-1.2621120639117605,-1.1250489435253905,0.06734128395013787,-1.2958088664044198,-1.3842810675262698,0.2358279690006928,-1.2716515557563586,-1.5619295872834,-0.16507718325113385,-0.659485987296116,-0.8212488057937722,-0.1630933011706121,-0.7971669925170559,-1.1769687822417274,-0.030359974508312213,-0.842232570041099,-1.4143002871590935,0.10014009712386249,-0.8310134598962043,-1.616507005653095,-0.22107025053341667,-0.26788493362648347,-0.8854602330843885,-0.17752198302961103,-0.2817116666013614,-1.2290864952070284,-0.0935500109029127,-0.3363993805913879,-1.4434082573285063,0.0014163684553113688,-0.3601669046669445,-1.619641128173049,-0.21993614840935466,0.13495167687886672,-0.9556781460512829,-0.24227250200785924,0.2715607690254191,-1.2587118165946416,-0.1781405841881903,0.3241934689971145,-1.423122600491992,-0.06919184504317587,0.37912294934223884,-1.566161115248517,0
0,6,0.0,0.0,0.0,0.3047421675228051,-0.5789915861808547,-0.14599917128706785,0.45216677200488437,-1.1837978001337242,-0.27836952765119,0.5057999153192146,-1.7047943226396491,-0.39742214501594975,0.5496836277115745,-2.160034840718105,-0.538518679237117,0.13888690975710608,-0.9903082481218267,-0.4381512051908836,-0.009497570164890777,-1.3549767784000488,-0.6812582543278513,0.07783679709537476,-1.3434010820320939,-0.8613387643789804,0.24522411614758793,-1.3014987109230471,-0.9863262460833411,-0.018884057637794525,-0.6330283666036922,-0.4919379464478159,-0.1714609468322473,-0.9495128545324328,-0.6834920062825606,-0.0634840334277441,-0.9897456857757736,-0.8067376343885603,0.08473354749911384,-0.9635026747509969,-0.9346729317879529,-0.1375668404397058,-0.2625373435395362,-0.5484494100353966,-0.22447337436152626,-0.39277465100820697,-0.7595459124236856,-0.11006315084373976,-0.42894636502222006,-0.8591231595967244,0.026886135818236196,-0.4341386560011384,-0.9578755352946118,-0.20656733933610266,0.10835786654744387,-0.6101893902075127,-0.242177453354117,0.1765439423407081,-0.7893446694206807,-0.1475322502095865,0.24752578252041813,-0.8467628729773213,-0.05025584453790288,0.3219704331528128,-0.9121250012754055,0
0,7,0.0,0.0,0.0,0.24959416898097442,-0.6165773339816245,-0.14635105259566947,0.34334193040442434,-1.1971279662015084,-0.2648747474776251,0.39881905181552396,-1.585865066332667,-0.3705391919065636,0.42628353664563184,-1.950919289651098,-0.49312442017586244,-0.1006691307201972,-0.9949199596550669,-0.44749042615300216,-0.1462149957947676,-1.2258635693828572,-0.6932294947889581,-0.01056949545677616,-1.2580072375305893,-0.8675915882326054,0.16093809619802138,-1.2677539899870731,-0.9845314873777791,-0.21029102876392242,-0.6631881678207929,-0.5029384289349884,-0.20132980930734204,-0.7668702778245717,-0.7126423952135481,-0.09457730736010156,-0.8152474013220978,-0.8460307637273847,0.019872614002804025,-0.8026252744311168,-0.9704180743770222,-0.24793012951759166,-0.280556393847655,-0.5618209869052414,-0.18350158075527723,-0.27178184284178,-0.7823398697234758,-0.11329290680787144,-0.28896234939261234,-0.8746955029883251,-0.049289541568008285,-0.29866374894003456,-0.9590467601029978,-0.23855856930879832,0.09608055014590274,-0.6283692687922131,-0.21744514094398973,0.229448612925455,-0.824341404954892,-0.17218190695270696,0.30227755119388733,-0.8875018245349717,-0.12006533302826913,0.3645780177732855,-0.9450266297901969,0
0,8,0.0,0.0,0.0,0.24122421620736556,-0.5394608592950271,-0.15162470499473993,0.4030292632238916,-1.0961496060076097,-0.29486566247400336,0.4985928585059998,-1.5169276804426763,-0.43115878005447683,0.5515479959661923,-1.8953856852811306,-0.5821538812293532,0.018397784992177327,-0.9998307464303055,-0.5030437567222357,0.21254021684111796,-1.0335950312787368,-0.7943275963446425,0.3253679987541196,-1.0469784108527165,-0.973945429429,0.3765631257377747,-1.0637494496073787,-1.0880273391354185,-0.14180538375619212,-0.6560166305822713,-0.5824141425780229,0.11305510322967839,-0.6196572528023913,-0.8723587718586229,0.2887276530301159,-0.6425943446691339,-0.9978272033091575,0.4036379268287561,-0.6201830900254406,-1.0888869887374784,-0.2135104687423814,-0.2583368887184978,-0.6637141524997429,0.09577988645108561,-0.15287584163168666,-0.9817245915050764,0.3673531529569517,-0.04289965372117876,-1.0250852051260182,0.546597264582441,0.028211106852155166,-1.029277964814684,-0.21594833193207924,0.14697892412347047,-0.7520425223984579,0.02808245522035267,0.2816052861125012,-1.0159220603358825,0.22783381744848627,0.36967078753672655,-1.0535004699846815,0.37804978909950804,0.4368516067588496,-1.059100275423505,0
0,9,0.0,0.0,0.0,0.2343735113857637,-0.5238509389518204,-0.15292340895256284,0.43604339806644976,-1.0379409914781994,-0.3095658219785328,0.5365810805579702,-1.4510290270484736,-0.45714599540648243,0.5864354924451528,-1.8381166996426288,-0.6262242973038766,0.14703405277926246,-0.9891314307630231,-0.5701986653761809,0.289290431358569,-1.1431393769133043,-0.8776070172557915,0.5312365001340486,-1.222455751402345,-1.0712552005927012,0.785883122508164,-1.267760908507579,-1.1892191346162806,0.0004707451995456306,-0.6413835784525393,-0.646754823957599,0.35657040439096876,-0.6182607478338354,-0.984499710627832,0.7403724273774005,-0.6279865231570271,-1.1029969191735032,1.0617865584937753,-0.5575899466665,-1.1738505317534278,-0.06774775943119393,-0.2519691049474938,-0.722159220033194,0.33600279410116235,-0.11495453777934399,-1.0452322521041797,0.7109935084499645,-0.0548202658149267,-1.0753367676025476,1.0009104165542937,0.01101462893049571,-1.0668535899682465,-0.09216930632637325,0.13878787508514762,-0.8061816657440073,0.23359238798739762,0.29854851890965817,-1.048537133916787,0.49537741305430866,0.35219276005260036,-1.0642316979957511,0.7012233511155019,0.4001801686656579,-1.0541420888068307,0
